@RELATION TwoSphereHardTestingSignal.txt

@ATTRIBUTE f1 numeric
@ATTRIBUTE f2 numeric
@ATTRIBUTE f3 numeric
@ATTRIBUTE class {1, -1}

@DATA
4.86030804964,5.82547729093,5.27340745038,1
5.44569939172,5.66455980632,6.88010359345,1
3.68526543578,2.65076103471,1.69357215887,1
1.48961928272,2.39594208488,0.501818642677,1
5.35401466187,5.77770214394,4.94668611471,1
0.445397037833,2.75985130032,2.19496697127,1
0.458769267472,1.75237370073,2.93130587176,1
4.96874781412,6.11197380128,6.25706926654,1
1.4544962586,0.925992073018,3.01493303704,1
2.73565951082,2.84803566465,0.568301746862,1
6.36611597677,6.77593182035,6.81291340054,1
5.76474452904,6.84470543812,5.28452372745,1
0.701483537112,2.80835042625,2.50784564023,1
3.01001096956,0.7800204366,1.33633638987,1
6.15851008583,5.59907836859,5.36690566038,1
1.51599362522,1.02895149113,2.40542436961,1
3.05927158008,3.15784286203,1.38165338309,1
2.2096411596,3.25181525316,1.29315094037,1
2.27774906174,2.96498012342,2.19861007042,1
6.61194372407,5.73609301058,7.14037393168,1
3.34390465739,0.741514137916,1.43024353451,1
6.69292298234,6.16435493351,5.02692474489,1
6.25527102634,5.06415298262,6.69158321618,1
0.988221631051,1.65991056175,2.81701371568,1
0.331788689515,1.83407094904,1.6955728299,1
2.30009692148,3.03727882343,1.43577477776,1
2.12369721404,2.53110611726,2.01577265486,1
2.75218086031,2.19165914272,1.36980996781,1
3.71379976378,1.79768001546,1.62845688885,1
1.05907614241,2.84225988478,1.24672098962,1
2.45555640953,0.581440958159,2.66306480599,1
1.52490365146,0.78238713797,0.573174323888,1
3.08126625489,2.26276765319,3.38055950971,1
3.25931525149,2.73532944523,1.73720078466,1
2.08980732338,1.98575878991,2.67934915079,1
2.45958739278,2.81547958878,1.22431687501,1
1.24835643836,2.92497781678,3.0269095743,1
0.610480440446,2.55730418355,2.1077531175,1
1.12733595774,1.07068418593,2.82231213821,1
6.13517318782,4.89147867957,6.78301080095,1
2.8959883405,2.37395826961,3.29390431967,1
1.22041837916,3.10990068623,3.08388507399,1
1.49310982731,3.55772285584,2.00162476465,1
0.848317236028,2.2122351925,1.5710951407,1
0.527466938354,2.12217950441,2.8859460374,1
1.20522751126,1.42744878068,1.23775305672,1
1.87364998874,3.31311710252,1.48714374796,1
