@RELATION linearodds.txt

@ATTRIBUTE f1 numeric
@ATTRIBUTE f2 numeric
@ATTRIBUTE class {1, -1}

@DATA
0.844587842063,7.04246573491,1
0.445048598953,1.22880457323,1
3.71782500135,6.715430123,1
7.85276202557,5.6414040697,-1
0.184242860738,4.76177952254,1
3.55233187284,2.74557416549,-1
0.406738276654,7.81210858344,1
7.68096023611,0.967737983219,-1
0.268639888905,6.53996628476,1
7.58433704108,4.65081278276,-1
3.1539015969,1.911738903,-1
8.38146992732,9.12981777979,1
2.37640561933,8.08374678746,1
6.16308899898,3.65046424019,-1
9.60218727788,3.20879267851,-1
1.96621503583,2.33799728376,1
2.84055033645,0.0646641356406,-1
1.80574287324,3.58105663283,1
9.22314149598,8.34462920834,-1
1.94252375451,2.87122011355,1
2.97575432147,7.56363296282,1
8.93984292622,6.17010475637,-1
0.719360933452,1.91578967569,1
2.49904424592,4.97419685386,1
6.49502096899,3.40746364419,-1
6.03893491634,7.3518014855,1
7.33577804571,2.99162533199,-1
7.3672130889,3.52077176941,-1
6.93306350161,8.44033597202,1
1.73779912423,2.39372207148,1
8.59464410229,5.94888552871,-1
7.28921343588,8.43637728082,1
1.19304618352,8.02316605797,1
6.25336950151,8.01289501103,1
4.02345682775,9.37957219645,1
3.13563352903,9.04878433854,1
0.0304524295892,1.58207705619,1
2.57531826803,4.11401946126,1
1.56153972466,7.06199524202,1
5.33682638267,0.980646158302,-1
6.75693750091,0.930430834525,-1
5.53116985739,1.01487738179,-1
2.02423634695,9.43450081432,1
2.21339207849,2.36371426024,1
9.7563454011,8.3022027634,-1
8.79132483178,0.0776122244607,-1
4.63193231147,1.3770051817,-1
9.75721518629,9.69364191548,-1
0.0846947874657,3.2441347464,1
4.47711692285,7.02276599962,1
3.00051706928,0.335859515358,-1
3.48871457621,7.38586404323,1
3.2417853515,3.06338562227,-1
8.68982420371,1.44997295708,-1
9.35892598201,4.82818439634,-1
5.23318102807,0.686729424528,-1
1.5922630161,0.911909304245,-1
3.9550859781,3.28670964092,-1
9.57907715124,2.48579175065,-1
2.03368097744,8.44981563609,1
1.39875506838,7.32008307795,1
6.50205126772,4.79771656236,-1
1.60664467049,8.43265189086,1
3.65522102608,1.79785636837,-1
0.731378183674,8.13057599896,1
3.05312172445,0.5907840706,-1
9.28971403095,6.78960836167,-1
7.33515114935,1.7898411138,-1
1.64071298397,3.77652576342,1
4.55683498152,6.64798743255,1
2.66841813015,7.73189328593,1
0.667313027587,4.24892505499,1
1.72336812742,5.63155732447,1
4.66441306262,1.61295930135,-1
0.424781151322,7.66155657603,1
2.83253480285,1.80031195495,-1
3.37531708128,0.695602265385,-1
5.08115749431,5.42557712472,1
6.96528643791,7.41010548229,1
9.08787580842,8.12591064511,-1
0.395592972143,6.49196516249,1
6.48125313514,4.65398802498,-1
6.37213362324,5.49898116053,-1
1.92820391468,2.20241511604,1
7.71316007672,9.90818913337,1
7.06643209967,5.70274337493,-1
6.91821280132,7.27004879211,1
0.866070382955,6.17244183528,1
2.59099496147,4.20334630738,1
8.85014246865,6.91689250218,-1
9.92929144681,9.85380539223,-1
3.23945089806,1.44648249841,-1
3.09092542719,6.43638452374,1
2.88044801186,6.64942892098,1
3.27502006923,2.64546815364,-1
1.06784442073,6.7769859595,1
6.77562296069,0.539995696527,-1
3.36722099446,5.07306747654,1
3.43968468143,1.28285765327,-1
6.38825095289,4.18941118963,-1
7.19757560964,2.25243190212,-1
2.63079770896,4.78453009517,1
4.52102528482,4.51558703575,-1
0.51239676016,8.70123636059,1
