@RELATION 8DTwoHypersphereHardTestingSignal.txt

@ATTRIBUTE f1 numeric
@ATTRIBUTE f2 numeric
@ATTRIBUTE f3 numeric
@ATTRIBUTE f4 numeric
@ATTRIBUTE f5 numeric
@ATTRIBUTE f6 numeric
@ATTRIBUTE f7 numeric
@ATTRIBUTE f8 numeric
@ATTRIBUTE class {1, -1}

@DATA
2.58816395007,3.51537194255,2.26451220383,1.81985878798,2.30915772093,2.90239343051,1.93995122312,2.37733605784,1
2.76710232937,2.22740918785,2.0373602922,1.46424480889,2.45036960082,2.97410227762,1.06227577765,2.08859278089,1
0.769363831745,1.35413105062,2.31918795197,2.11801882787,2.48007523162,2.30905572136,1.93106795203,2.87676144022,1
1.78753961597,2.10924616045,1.22476723782,1.00619664352,3.06171523643,1.7982454851,2.06051668422,1.90346651041,1
2.29186996636,2.20092363418,2.71299415488,2.1358513864,3.48428061989,1.59929463356,1.53748674702,2.51923628926,1
1.95003616732,2.61939309037,1.09219713735,2.5346558513,1.16845804513,2.44883695906,1.29047933514,1.986459706,1
2.56505933727,1.95590217261,1.92868417204,2.38715058268,2.41329003595,2.14755385268,0.996497860639,2.05853933773,1
2.00998764477,2.46953451202,2.20303253749,2.74356399831,3.22919848877,2.0306398718,2.57442219724,2.13792713856,1
3.18310749756,2.38012114858,2.61920022801,2.16490777673,2.15328607178,2.49989603923,2.23444076027,0.748924223233,1
1.03578664494,2.03343974363,0.679073632761,2.45443537871,2.23007974247,1.66216028467,2.93322287116,1.97682167831,1
2.34437823615,2.32484456036,2.03235354045,2.53675452644,2.27547534723,0.753069510878,1.03313090489,2.42982998711,1
1.61225901114,2.07465670908,2.38172437887,2.9135625182,2.36286055259,2.90501627047,0.972347048996,1.98987605282,1
1.23155611211,2.35406211422,2.21146124472,0.999640225967,1.52015798318,2.16295077506,1.66042547647,1.03096107595,1
2.16550931175,2.40650651388,1.40876762856,1.60905766255,1.11158096022,0.918188783675,1.06278751278,1.82503501812,1
2.34556102811,2.2691002848,2.94445414206,0.757615760155,2.02930474333,1.69047291453,2.28584209203,2.97080930335,1
2.45941903578,3.17091053252,1.80936419849,2.50247223512,2.93708767099,2.28849179182,1.18935975584,2.02979540287,1
1.28906128194,2.45260924528,2.67015296958,2.69640097932,0.645112276131,1.89069268991,2.13664084855,1.58365370238,1
1.53894070022,2.06261729226,0.972849924835,2.04346737297,2.73206455163,1.6372345929,1.48502475837,2.08396292924,1
1.86919435327,1.61264066701,0.81144629371,2.08353354708,3.01502259559,2.51480376501,2.03504032008,1.83096128367,1
1.87476912929,2.84450076913,1.9521638161,2.84256058053,1.50656803706,2.84397872466,1.64602702804,2.06611920148,1
2.47412429135,1.25697112007,2.6573674015,0.910201490822,1.74142431843,2.10841689143,2.35116214403,2.21250692743,1
1.93020316461,1.65071121698,1.88678761055,2.30525508293,1.53356563751,1.43435573594,1.31076318355,2.60260434814,1
1.63812695838,2.71121092298,2.17997226778,2.27143069278,2.57936516608,3.50852281576,1.31260251683,1.61330371205,1
