@RELATION twospheresoft100kevens.txt

@ATTRIBUTE f1 numeric
@ATTRIBUTE f2 numeric
@ATTRIBUTE f3 numeric
@ATTRIBUTE class {1, -1}

@DATA
6.54421119409,8.62000209251,5.91491584943,-1
1.17494716378,0.331412574555,3.6773614886,-1
8.38032978534,7.83045464198,9.25518934335,-1
4.62536497731,9.32603455428,6.55583372161,-1
2.96605149652,0.284007137087,4.78041153437,-1
6.98105154807,1.66144626249,8.31132270227,-1
7.86729511641,8.24507891716,6.00193857031,-1
3.26928385546,5.45953597049,1.55117133281,-1
9.73593657739,9.11012915779,8.13822386561,-1
7.34900899966,5.59672739916,3.69737521124,-1
0.967320242404,5.5625300268,7.95092191115,-1
0.587134140596,1.50600613305,8.47417703534,-1
6.93836995847,9.09908703657,8.06980500209,-1
2.69575386087,3.53495592628,0.0377484956449,-1
1.92713804487,0.251677105735,3.72401387799,-1
5.19494196182,4.83900610514,8.28720898748,-1
3.53724160376,9.55157395798,1.53493665892,-1
2.82387606168,2.03880292901,1.7613486156,1
3.24653838704,6.08921297634,9.48834012362,-1
2.94037651061,0.11681287468,5.0923603607,-1
7.56353480918,3.57560722083,3.49235278306,-1
2.07003998735,2.54116204822,7.5666359395,-1
6.61030491809,0.886238350716,9.30029418393,-1
6.75732820274,0.949060057687,0.149581077033,-1
7.16877608351,4.23137105252,2.3811690927,-1
1.68965563367,4.42359061315,7.09883175812,-1
3.18747826267,9.86365116583,6.16547264994,-1
5.93718593048,2.17130959433,1.13847161795,-1
5.81302659682,2.03311441453,8.37271056912,-1
4.18786113247,3.70635268363,5.18516351495,-1
7.62752632177,4.58072196676,8.40410645957,-1
2.40393801477,9.98550260793,9.43457857843,-1
5.58879390885,9.11415433502,0.793825207298,-1
8.97755211213,0.555765544025,3.11814108383,-1
5.26638760802,0.80670769211,8.30310902114,-1
1.10927062967,3.29512297414,4.66816613751,-1
4.20475790857,2.27104845483,8.29419287102,-1
9.74061798665,1.89146100952,9.80554926012,-1
7.66882841694,4.91080223208,8.41955130355,-1
9.52473716235,3.64428419795,1.18696565529,-1
4.5927564909,5.57625981788,2.22158524252,-1
6.55121299466,7.90220625569,7.68518347385,-1
1.12900094206,4.56592165196,8.07884801003,-1
2.7518410961,6.41638723223,5.36684906582,-1
6.28576880269,2.57392761264,3.82761023475,-1
4.86851878789,1.2126238907,2.13650101823,-1
9.4075825813,7.53560850657,8.78763618826,-1
4.53648113296,1.54457676784,7.08288869004,-1
4.91968116215,9.33948931379,0.880394244843,-1
0.716374692814,3.09754633956,0.914192369273,-1
0.830792221997,4.13638691932,3.8886203067,-1
8.67551654779,0.885475474024,6.45936399064,-1
0.354971376508,4.64918642462,7.81053329679,-1
5.48175969203,3.12440699801,6.48026685204,-1
9.39613042607,5.75486727914,7.96349193713,-1
0.516961351744,5.4114372393,2.31872601482,-1
9.4153387475,9.71469817348,1.70989644516,-1
8.09296807058,5.75383790424,8.00051707723,-1
5.01378785029,1.47265831644,0.705489629047,-1
9.54814389755,7.18268847133,5.13107205172,-1
3.15942273714,4.94833860463,9.31006502824,-1
9.11681706255,2.67012819093,1.08532934157,-1
2.3861317802,6.67958807085,3.02616046445,-1
5.29525853359,9.97715768168,4.22193100778,-1
3.51657634256,8.77058468936,1.37839914087,-1
1.30125796599,0.548834523804,0.877347564769,1
1.44585266768,7.4927079143,5.67219115634,-1
4.42187935969,4.96203951141,2.46516846664,-1
3.13444138261,3.35417950991,3.3205820943,1
3.02187993404,5.31248682063,5.66761758355,-1
4.38314188769,9.44817550447,1.82756789791,-1
5.02892616624,1.78561413199,4.81394189912,-1
3.88003319496,7.10228687672,4.30067829836,-1
1.01371457534,9.51603713682,2.0073528587,-1
2.27064951062,7.23842362339,5.4572185214,-1
0.642920568312,5.13248038177,6.24892527972,-1
9.24306359928,0.908494742668,2.69004592366,-1
4.26844211873,3.59517940111,3.21885156506,-1
0.319197073849,6.98033539085,4.35289899751,-1
2.51585424031,7.69923951043,3.16583322116,-1
4.54555054593,1.22943867645,7.68348015649,-1
9.6674109933,0.846503561928,5.71166445911,-1
9.69190515677,6.85165955951,9.9828763722,-1
9.71449977147,4.97577164378,3.63716658466,-1
0.278595141236,0.478958271625,4.87978084838,-1
9.95930018273,4.21153811509,7.58218473959,-1
3.06782262046,7.82348402256,3.92157873582,-1
8.08590166181,6.81066617405,6.84187928321,-1
6.38908203115,1.36838755084,7.39782299178,-1
2.95911324357,9.11800803119,2.31900391897,-1
8.05766883769,8.40788879928,6.31631908455,-1
6.63121579376,3.23481232476,0.415833088123,-1
2.68950639963,0.446967196675,4.27552499561,-1
4.84991368077,0.879932661311,6.7322158845,-1
4.24168134609,6.82675001017,7.38889097871,-1
6.34133303104,8.70476410171,3.87179524114,-1
2.18569438963,3.7238665471,6.30115412289,-1
2.52150403581,4.31853456177,2.98449530557,-1
3.38224646382,6.7489620316,7.78033686536,-1
4.33588784786,4.44164836689,1.26790647218,-1
6.44353509025,6.15509510946,3.51468044012,-1
9.49013525559,7.20463317363,9.83366249525,-1
8.33588019555,4.80695417005,3.19983219732,-1
2.77086945609,7.50189798196,2.36433351787,-1
5.97055701316,5.58402214967,7.37218636786,-1
2.89868539971,6.14097669113,6.9124088013,-1
4.37463218319,4.09609620765,1.78811700377,-1
3.62265422361,7.14676874723,7.75519503505,-1
6.00701550562,4.74510958898,4.67712619275,-1
0.245957201548,3.97018132924,2.60996969359,-1
7.99434385929,1.63217789929,4.59266211612,-1
1.90846245234,1.10944724165,6.6322078393,-1
6.57172461704,5.15821087057,6.34149760046,1
8.72563904224,6.94785781583,6.87171613967,-1
8.44616515614,2.84098441323,5.33101048702,-1
0.136148677641,5.4550277361,7.12390688441,-1
3.3449263391,2.70597639736,2.38689424432,1
6.51301301175,5.6020362696,9.53030913348,-1
1.28302385574,6.9969307195,0.0274165967837,-1
0.63218270049,1.30305166979,7.0150739474,-1
8.61002664759,3.26194070491,7.30326942922,-1
4.56992908875,1.86847228863,4.96333813101,-1
8.19744235624,0.847276925989,9.67888710733,-1
4.80003786048,5.36874868273,9.00331124691,-1
6.09633229746,5.35044840634,1.82909953184,-1
0.571788725176,9.46935418672,8.46120822359,-1
6.16218587192,7.20594534816,0.358858683943,-1
7.54584020035,9.51893518269,4.68697844958,-1
9.79302140444,4.89996504389,0.585559684186,-1
2.71056359844,6.81117622298,8.70370749322,-1
8.9449996598,5.90379793607,9.84877572843,-1
4.52455241264,0.406160029374,2.84797704703,-1
6.2878364815,2.57411125057,2.21385475173,-1
5.24443057339,8.18919031782,7.82546335609,-1
0.82348922442,4.18154926603,9.28548306297,-1
0.738205820676,1.35167255514,2.71338108987,1
0.684970657532,9.05285734086,8.79151477219,-1
2.71726508716,3.91753700912,9.6071844286,-1
9.34073196234,8.92954084794,1.37175608322,-1
1.44665113065,5.80520559772,7.69355439549,-1
5.89779969787,0.523756643527,2.60082902146,-1
5.21109397672,7.26779978807,8.04725742163,-1
4.37289751743,5.44933938569,6.56004513943,-1
4.09585954663,4.57559046292,0.507216346689,-1
2.67598917851,3.24941465607,2.33741642868,1
4.13359073943,0.692501719509,4.46998952973,-1
0.964411831388,2.16509555273,3.24675748366,1
2.80074935818,3.63493670694,0.720003270285,-1
5.73624987366,0.661289227443,3.71953829889,-1
7.57104933164,1.67711064391,3.16411344329,-1
9.22360220351,2.18253497577,8.25190296705,-1
2.70785352049,8.84284307409,1.2097636308,-1
3.33571120008,5.65747226,3.22028923634,-1
0.198164627366,7.75159614101,3.15661066197,-1
8.69387598072,8.19913271131,5.91632581638,-1
1.37431320319,4.18382777748,9.79870221709,-1
8.96182523843,2.19952203963,0.0017792719651,-1
4.34701354238,1.19862761116,9.39599293774,-1
0.986607069527,4.79715016301,7.90316416522,-1
1.08026095409,0.132019830569,6.63913520527,-1
9.78556441257,0.638994235596,0.794324598061,-1
4.89347452655,9.35625573865,8.45829455952,-1
1.8160037489,9.09838470285,4.34954127946,-1
7.21811041617,7.06738152756,7.1187969347,-1
8.26759909755,6.15712528497,3.74012766138,-1
0.469426163694,6.55087658952,6.83012815864,-1
3.01314916275,4.66531709598,5.64753277856,-1
0.473490523727,7.11043063054,6.97043752534,-1
9.24725982675,7.24978738532,9.31912038411,-1
0.42418812511,9.04407339411,1.3228510651,-1
7.13684595348,7.52908181638,0.132198411372,-1
9.76166828975,5.83793271144,2.12167292927,-1
5.56798677441,8.15159287612,4.74349001758,-1
5.87431304904,5.08760546365,2.04668741759,-1
5.37233659995,2.71109394844,9.8952978756,-1
4.73388315747,2.80549320936,6.62352056189,-1
0.604956688318,2.13385778464,5.96024609434,-1
5.88442351077,1.80670796485,1.09241783579,-1
3.93992613716,8.6020858865,9.95431566593,-1
5.0136963428,6.34867160101,7.56653554693,-1
7.24801339294,3.68395543222,0.662954975046,-1
3.33337651698,9.38485481322,4.96746743928,-1
0.80517019446,5.88457261374,0.094519851736,-1
3.14500186681,0.692122536126,3.4747079834,-1
0.512402996825,9.65986771574,7.91397212972,-1
9.57367751808,3.00960927002,3.2626079279,-1
3.31038108434,3.23237091787,9.44081486204,-1
4.7803451891,7.05816156578,7.65997424151,-1
0.262597826639,1.02877983154,2.5636253516,-1
4.28716390576,2.25561156803,0.024126429356,-1
0.342086399708,2.931046127,3.89678450531,-1
0.782519127916,3.03723893865,5.79904462645,-1
9.28573545885,6.44160234978,0.204353658819,-1
2.96316313158,2.23926044829,9.03112961169,-1
6.74176984515,8.50236915088,0.521660450077,-1
5.65908794973,4.99041793036,6.65816761144,1
8.60645870832,4.15574906717,7.83790476832,-1
4.24925364242,1.71256076092,3.27142106101,-1
5.98367163207,3.09861963235,1.41111999511,-1
2.70847148459,1.36693292431,7.32228229113,-1
0.221183407239,9.49265397104,0.511458190514,-1
1.34156115646,6.23539103163,2.27536437402,-1
6.58826257961,0.700991976981,1.60934529411,-1
2.52713938012,5.14386133143,2.708401489,-1
1.49275936044,6.12998290721,4.91907546543,-1
4.50256528907,3.67859384818,0.341686865848,-1
5.32567529471,5.44776614212,9.30848451776,-1
6.77630282942,8.15660701178,2.47435530091,-1
2.62227294706,8.26456457413,5.32740452811,-1
1.59133498355,9.32832133488,1.07918804383,-1
7.80162657686,5.98908946463,4.81225018788,-1
4.85921125083,6.12879806086,5.1483937931,-1
9.02514447368,8.29569493869,2.84922933212,-1
8.02127627038,8.14587241849,6.25754269912,-1
8.94152652319,9.61955439929,8.38500196984,-1
1.66885991592,1.87763028389,0.974906977496,1
2.19253676607,7.7156377857,3.65705136231,-1
8.61518033338,3.26137239667,0.861450764619,-1
8.31228391709,7.97537900576,7.55458797165,-1
3.76109564258,6.94814812327,9.88033463902,-1
7.99723195812,2.01435288114,8.41645542723,-1
4.72450060554,6.37079674357,6.01216525072,1
5.40945315226,3.20009915209,2.6950969926,-1
8.91817449966,1.30835026793,1.874620333,-1
0.32865060857,3.47201350413,6.0781478774,-1
1.82363103626,7.60675033988,6.50009826502,-1
6.1326543224,3.33688318135,7.95561233966,-1
1.07672341799,7.43107990576,5.24535670157,-1
8.29375191243,9.62552032217,9.58062592057,-1
7.3717265751,0.451513221195,9.64951495879,-1
0.865979440553,9.92378702233,8.66823464614,-1
0.110082859093,7.93500896576,5.79995039767,-1
0.961283558276,0.861230923478,8.26535450703,-1
6.82509462243,1.78300635394,9.84804724495,-1
0.161829173729,0.738263622401,3.73210567001,-1
5.29235201603,2.42068762158,2.28047222941,-1
4.82753683822,6.45591020421,8.76172570104,-1
9.33592913313,5.39274206617,6.25171244803,-1
1.93042490054,2.30407214662,5.16876545413,-1
5.27453033729,2.27884818583,8.38702705377,-1
6.02990436829,1.19566636166,4.06023346428,-1
5.97187812557,4.23422919064,7.08392417645,-1
9.76380261897,1.01478664545,1.2424634097,-1
5.75775971138,3.33577163059,2.38762394573,-1
9.35951757836,5.41984847989,7.01788346459,-1
4.98003985713,0.864135875244,9.74464465936,-1
4.47260072128,7.77632384855,2.89791374578,-1
3.80498019917,3.50997831963,0.380404364502,-1
3.48551036531,6.57313475864,5.71382044574,-1
7.49644733519,8.1194989891,9.32295898693,-1
8.54580642396,4.61630509124,0.970094002692,-1
6.67925760735,8.34466351799,2.6918897881,-1
6.47828513275,4.24177323037,2.79483343967,-1
0.831410895524,9.22153106266,1.69118419751,-1
1.67672516737,3.3782661221,7.63671162126,-1
2.08157764492,9.12603079672,6.30439007382,-1
0.287549288044,7.19341129838,6.66455837029,-1
5.2401919576,6.87130572201,8.11036617476,-1
5.94778292708,1.9466223578,1.38192617783,-1
4.79945208613,6.07332644707,7.82812168138,-1
0.361854695347,6.63736442896,4.42351987084,-1
0.83611574276,1.5259480424,6.37345447985,-1
