@RELATION twospherehard100kodds.txt

@ATTRIBUTE f1 numeric
@ATTRIBUTE f2 numeric
@ATTRIBUTE f3 numeric
@ATTRIBUTE class {1, -1}

@DATA
4.63164510723,6.3494743491,1.10535466917,-1
9.5860360654,6.00964267003,9.45956257731,-1
8.92535064914,2.47403048263,9.61291459211,-1
1.1866511484,7.52365074408,9.88289709792,-1
8.30333445278,4.94035539324,8.52002263758,-1
2.39858441226,7.30046780597,0.452606330007,-1
8.49955393383,2.9421386219,3.87388457766,-1
6.71761655116,3.33746159727,1.62737741806,-1
0.98645719305,4.93441014229,7.35450091828,-1
3.08881189434,6.97726825818,3.62269172602,-1
3.68825133953,0.76739753339,3.81218050721,-1
0.798454845511,6.95458835832,2.0410912978,-1
7.78352749396,3.47677840128,8.67052070777,-1
7.65440543639,7.85450790602,4.44458118494,-1
5.82011153807,1.95827181324,7.4883692431,-1
6.33583698557,2.82199610336,1.4458813445,-1
7.84850558789,6.75438912969,3.04818114754,-1
0.620401027973,5.34820596431,9.16271987788,-1
2.25653032982,7.31466561593,1.5484243083,-1
4.09612214802,5.575044863,2.51694626136,-1
9.4567726552,4.3105260573,8.74131006498,-1
2.09200169906,6.81760858848,2.57597273495,-1
2.67913949357,2.8378295349,7.03040153683,-1
6.9476051548,5.94317597353,4.47537990406,-1
0.0810978087566,0.383939170787,1.42842678348,-1
9.7648308871,2.93331351638,0.79054059997,-1
0.270781437845,3.94265444925,8.94764634705,-1
9.66134090903,4.03452318317,8.75215817034,-1
8.56621930268,3.86010781621,7.0915773195,-1
1.94349374274,6.21272777189,2.21773407115,-1
3.79321874954,5.58356353011,3.67091102299,-1
5.54755133732,8.01255801318,9.64155237311,-1
2.78816868818,1.98033430996,8.01747304338,-1
0.629839864081,2.24226528083,7.85422562964,-1
8.89740171336,7.65288285925,0.200166950105,-1
0.495329361757,1.6862243872,5.33430157322,-1
8.93979249379,5.42529636629,5.54157925769,-1
1.42226446344,5.82254550074,9.45057578537,-1
4.60786161881,5.29852089931,6.85462201179,-1
3.84998108731,1.01412650845,7.62509246614,-1
1.13798664045,2.64220238129,4.5456991746,-1
6.45590378343,2.97177993338,0.0216106745671,-1
2.34099926523,8.66560082999,2.670788808,-1
2.99303882122,0.867664862622,2.45739509371,1
3.69035200448,2.69751655249,5.3840120224,-1
6.35191352061,2.79577655648,1.62959075753,-1
2.64136183149,2.40962028443,9.07916222792,-1
1.57750740366,8.25912340379,3.1999208292,-1
6.33375181954,1.67489262962,6.69283521595,-1
8.55795287181,7.02305445717,1.3776853755,-1
3.65155835089,8.00059749335,0.207991557856,-1
7.3428205751,4.12462783496,4.37920263344,-1
8.63053201676,2.64960021799,1.83071887975,-1
1.48506024102,3.08995677899,7.39137371626,-1
4.44000706121,1.47110989557,3.83609649064,-1
3.21951960607,6.48143812529,0.562879284889,-1
7.35606822502,2.57103704431,0.162665033439,-1
1.18724524431,1.05167736725,5.51432390686,-1
9.87815002103,6.09814785829,3.90948218981,-1
6.14736036523,8.90371904535,8.19404775613,-1
1.08906262229,2.03663037114,9.75034143242,-1
9.69170381158,8.18969866333,9.67430242033,-1
1.77028535815,8.80380790322,6.9064454948,-1
7.97868483491,8.27549106212,2.07821613126,-1
9.82511159006,6.24673121023,2.61377248415,-1
7.74546889794,3.93715955642,6.69816608648,-1
8.03428096284,2.72244233902,5.85336511524,-1
1.18965212483,3.42033193169,7.89443193853,-1
5.99355036741,8.90828044207,5.43418349558,-1
3.39570662046,9.67995253219,0.795169701454,-1
4.56708045456,2.78043114839,0.549358387088,-1
3.04652071772,4.67212434723,8.45378329693,-1
4.41925151809,4.95413769927,2.75497107926,-1
5.24738219041,0.551292422716,9.68896199902,-1
4.6915746932,1.28439052788,6.14817715435,-1
1.09175005089,2.56498266429,1.16505929729,1
5.38445773171,8.90501749517,1.73829053729,-1
1.1741587062,0.0566878697866,5.01491022938,-1
1.6726748121,4.94901354511,7.56501956126,-1
5.68742500266,7.1671829988,8.57457200089,-1
8.69722840125,4.52814277749,0.854852782143,-1
9.64933569634,6.45134298324,0.957845396256,-1
2.78132962195,1.27759015064,3.82917030285,-1
9.962654183,9.83010814756,8.68053707042,-1
8.9418241967,2.96490622918,9.57106527077,-1
5.36745242943,8.32354856005,0.770007154691,-1
8.94084045403,6.8810618686,8.25145858666,-1
7.51170483588,1.44959876534,0.954412817938,-1
9.48079897614,3.28603671352,9.78394213154,-1
1.79328463339,6.58648554771,2.07460264919,-1
6.87070814895,4.76272196455,0.582364057351,-1
1.59507208404,5.02813390887,3.94814661589,-1
6.85482077929,2.18345819329,6.61614017116,-1
5.97658100553,3.39271623493,2.15296204513,-1
4.70807056547,9.96553060762,7.47957250726,-1
3.2592597006,5.69672587418,1.05256592083,-1
0.934303994,0.0173968670963,9.26959448967,-1
3.65187265631,5.06491518557,7.82749073929,-1
5.77970584546,0.691858238816,5.70425546395,-1
0.529776015142,6.94450007127,8.42115910771,-1
1.65147226376,0.140488294803,3.0030115303,-1
2.61164919014,9.81578502791,0.82805366663,-1
0.450382192344,9.50469684617,3.22076855189,-1
2.7628085129,6.46347866694,7.03178131272,-1
8.69569095343,0.165972364259,0.950560421984,-1
5.67529886229,5.19530292736,6.7244891607,1
0.333981422213,6.72031177564,3.40724731936,-1
3.12988855301,8.24270495531,5.99653459475,-1
0.238741065864,9.89659607191,9.15103809844,-1
3.92657778155,5.8537973035,6.79779205538,-1
7.60980786712,9.79715980021,7.52094897163,-1
5.43313716431,6.50914352675,8.95170254093,-1
7.81354415017,3.72994757664,9.78205981069,-1
8.04914693385,3.62238618035,6.37865893343,-1
4.16741871723,1.81414146165,5.93019548916,-1
1.46701600511,6.36664266207,1.04379583047,-1
7.81637755555,1.48165563229,5.88845621452,-1
8.9694395006,1.01378140815,5.15865195133,-1
5.81882008452,7.83691944965,8.58912798391,-1
9.08131093961,9.57134445863,7.56161949012,-1
3.97491173069,1.76738116825,7.9722275332,-1
6.56303854562,6.09045632556,6.61221269687,1
0.910319557002,4.51625027474,2.25133968719,-1
8.64315172292,1.22617024927,5.36697198835,-1
1.67523477367,3.42756399205,8.07787512321,-1
3.89254565259,2.15097565404,8.34606541132,-1
5.05300486316,9.50535359746,6.25508484594,-1
4.05378105833,8.82389873759,4.53895649651,-1
2.06489227535,7.31336764501,1.16429452381,-1
1.38030289207,2.98922805494,2.59099481061,1
3.82285812158,1.36686471604,7.22512559321,-1
6.509219165,6.33896265396,4.33010368245,-1
9.82169438245,7.13306396466,7.94187798647,-1
0.0970195944204,0.741976222609,0.632150199947,-1
4.56394702587,2.1280635264,9.22040509589,-1
0.244571889216,4.58174398223,9.82001921246,-1
8.92110219089,0.631905485017,5.47950115144,-1
4.15278765042,6.03240095614,0.9294672331,-1
8.97803270636,8.15732330808,1.76705310421,-1
9.74877631624,6.04651209685,8.54293388654,-1
5.35876988623,9.53573044529,5.13663185393,-1
1.25244932076,3.53222444785,9.9933515698,-1
1.24697987626,6.64172768997,8.25186240851,-1
1.47244416929,0.296027626497,1.43136784991,1
9.38256022638,6.1709826086,8.87176003724,-1
1.74131716991,9.37192654836,8.636077575,-1
2.98668686785,1.27800015971,3.21332352602,1
3.05790499909,0.142339208821,5.60179869263,-1
4.7182871796,1.14994402375,6.69692853329,-1
8.33191532221,0.455588567,5.71695086945,-1
2.2529072769,3.97190703366,1.17891518974,-1
2.29439544399,3.33175728816,5.510596047,-1
5.98203705696,3.77484470037,1.78733053658,-1
5.06407858234,0.426737626272,4.68032254955,-1
2.36317767191,0.647611637225,1.29654701046,1
1.19753384574,3.6545376322,7.97905471964,-1
1.97210877415,7.04682472765,0.455593997469,-1
8.37540987638,4.63102389255,5.25606512165,-1
8.3830024981,4.8994398162,4.96973164659,-1
8.82951188299,7.39326470464,8.09034176919,-1
7.14327974979,1.46255385145,1.46771742538,-1
3.10261128853,7.08492660339,6.14127673235,-1
6.62249963215,9.09548746161,4.44749963534,-1
0.305158995158,9.78938463865,4.78490394959,-1
7.37064693854,1.09540825875,7.81889625827,-1
7.54567199728,1.80526178729,3.6843922634,-1
2.13842641174,0.0254591216069,6.05198573848,-1
1.8166598936,5.52132870459,8.77863366813,-1
2.0211836771,3.57769043157,8.56375743527,-1
3.70346151584,7.70812286209,0.215745364827,-1
2.96396440995,6.26893096396,6.46916155899,-1
7.65612332035,0.456884291632,3.87998610249,-1
8.00759202208,6.65226540563,7.55691033547,-1
